"filename"	"num_pages"
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002024.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002854.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001520.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001327.pdf"	3
"/home/blannon/og_data/financial_disclosures/PTR/2013/2000956.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002626.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002513.pdf"	11
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002280.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001873.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2000930.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002110.pdf"	4
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001388.pdf"	3
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002789.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001444.pdf"	3
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002898.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002235.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002824.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002641.pdf"	3
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001516.pdf"	3
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001150.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001790.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001108.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002314.pdf"	5
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002070.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001524.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2000890.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002490.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002379.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001937.pdf"	3
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002357.pdf"	7
"/home/blannon/og_data/financial_disclosures/PTR/2013/2003068.pdf"	3
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001863.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001954.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2000843.pdf"	9
"/home/blannon/og_data/financial_disclosures/PTR/2013/2003030.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002300.pdf"	4
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001359.pdf"	3
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002976.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002662.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002485.pdf"	4
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001720.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002193.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002887.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001784.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002238.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001254.pdf"	3
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002425.pdf"	3
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001350.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2003141.pdf"	4
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002615.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001208.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002115.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002356.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002396.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002578.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001335.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002491.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002530.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002129.pdf"	6
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002995.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001580.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2000955.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001862.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2000909.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001990.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001916.pdf"	13
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002275.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001063.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2003000.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2000826.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001789.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002602.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001780.pdf"	3
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002162.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002453.pdf"	4
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002764.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002640.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002756.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002634.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001938.pdf"	5
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002413.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2000974.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002738.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001678.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001864.pdf"	12
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002486.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001851.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002775.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2000975.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2000850.pdf"	3
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002148.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001872.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002189.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002826.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001147.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002297.pdf"	3
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001146.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002012.pdf"	3
"/home/blannon/og_data/financial_disclosures/PTR/2013/2003009.pdf"	3
"/home/blannon/og_data/financial_disclosures/PTR/2013/2000933.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002358.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001424.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002429.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002695.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001154.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002807.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002093.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002859.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002608.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002816.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001306.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002149.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2000943.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2000916.pdf"	15
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002724.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2000957.pdf"	3
"/home/blannon/og_data/financial_disclosures/PTR/2013/2000945.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001941.pdf"	4
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002698.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002658.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2001068.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002285.pdf"	11
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002472.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002700.pdf"	2
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002428.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002315.pdf"	7
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002391.pdf"	3
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002008.pdf"	1
"/home/blannon/og_data/financial_disclosures/PTR/2013/2002007.pdf"	5
